,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius
2041,Kepler-1470 b,1856.0,1.24 Earths,15.044,2016,Super Earth,2016,1.24 Earths,1.07 x Earth,Unknown,HU Aqr,Eclipse Timing Variations,90.0,,21h07m58.19s,-05d17m40.5s,,0.88,
2042,Kepler-1471 b,3454.0,2.57 Earths,15.246,2016,Super Earth,2016,2.57 Earths,1.41 x Earth,Unknown,,,,,,,,,
2043,Kepler-1472 b,4139.0,4.27 Earths,14.59,2016,Super Earth,2016,4.27 Earths,1.9 x Earth,Unknown,HW Vir,Eclipse Timing Variations,80.9,,12h44m20.24s,-08d40m16.8s,,0.48,
2044,Kepler-1473 b,2039.0,1.81 Earths,13.368,2016,Super Earth,2016,1.81 Earths,1.19 x Earth,Unknown,,,,,,,,,
2045,Kepler-1474 b,3960.0,5.31 Earths,15.217,2016,Neptune-like,2016,5.31 Earths,2.16 x Earth,Unknown,IC 4651 9122,Radial Velocity,,,17h24m50.07s,-49d56m56.1s,,2.1,
2046,Kepler-1475 b,5591.0,8.85 Earths,15.277,2016,Neptune-like,2016,8.85 Earths,0.261 x Jupiter,Unknown,,,,,,,,,
2047,Kepler-1476 b,3973.0,3.43 Earths,15.409,2016,Super Earth,2016,3.43 Earths,1.67 x Earth,Unknown,iot Dra,Radial Velocity,,,15h24m55.77s,+58d57m57.8s,4530.0,1.05,
2048,Kepler-1477 b,1713.0,1.76 Earths,14.576,2016,Super Earth,2016,1.76 Earths,1.18 x Earth,Unknown,,,,,,,,,
2049,Kepler-1478 b,4583.0,3.64 Earths,15.399,2016,Super Earth,2016,3.64 Earths,1.73 x Earth,Unknown,K2-10,Transit,,2.6,11h28m29.27s,+01d41m26.3s,5620.0,0.92,0.98
2050,Kepler-1479 b,2019.0,4.01 Earths,13.733,2016,Super Earth,2016,4.01 Earths,1.83 x Earth,Unknown,,,,,,,,,
2051,Kepler-147 b,3503.0,2.96 Earths,13.915,2014,Super Earth,2014,2.96 Earths,1.53 x Earth,0.113 AU,K2-100,Transit,,,08h38m24.30s,+20d06m21.8s,6168.0,1.23,1.22
2052,Kepler-147 c,3503.0,6.48 Earths,13.915,2014,Neptune-like,2014,6.48 Earths,0.217 x Jupiter,0.216 AU,,,,,,,,,
2053,Kepler-1480 b,1761.0,3.43 Earths,14.482,2016,Super Earth,2016,3.43 Earths,1.67 x Earth,Unknown,K2-101,Transit,89.4,,08h41m22.58s,+18d56m01.9s,4819.0,0.8,0.73
2054,Kepler-1481 b,1608.0,2.04 Earths,14.743,2016,Super Earth,2016,2.04 Earths,1.23 x Earth,Unknown,,,,,,,,,
2055,Kepler-1482 b,1442.0,1.01 Earths,13.73,2016,Super Earth,2016,1.01 Earths,1.01 x Earth,Unknown,K2-102,Transit,89.0,,08h40m13.45s,+19d46m43.7s,4695.0,0.77,0.71
2056,Kepler-1483 b,4329.0,2.92 Earths,14.423,2016,Super Earth,2016,2.92 Earths,1.52 x Earth,Unknown,,,,,,,,,
2057,Kepler-1484 b,3572.0,5.1 Earths,15.247,2016,Neptune-like,2016,5.1 Earths,2.11 x Earth,Unknown,K2-104,Transit,88.0,,08h38m32.82s,+19d46m25.8s,3546.46,0.43,0.49
2058,Kepler-1485 b,1794.0,2.76 Earths,13.18,2016,Super Earth,2016,2.76 Earths,1.47 x Earth,Unknown,,,,,,,,,
2059,Kepler-1486 b,4779.0,5.99 Earths,15.294,2016,Neptune-like,2016,5.99 Earths,0.207 x Jupiter,Unknown,K2-105,Transit,,,08h21m40.87s,+13d29m51.1s,5464.0,0.99,0.91
2060,Kepler-1487 b,3569.0,5.18 Earths,13.451,2016,Neptune-like,2016,5.18 Earths,2.13 x Earth,Unknown,,,,,,,,,
2061,Kepler-1488 b,2016.0,4.12 Earths,13.077,2016,Super Earth,2016,4.12 Earths,1.86 x Earth,Unknown,K2-107,Transit,,,18h59m56.49s,-22d17m36.2s,6061.0,1.3,1.81
2062,Kepler-1489 b,2838.0,3.78 Earths,14.808,2016,Super Earth,2016,3.78 Earths,1.77 x Earth,Unknown,,,,,,,,,
2063,Kepler-148 b,2640.0,3.89 Earths,15.336,2014,Super Earth,2014,3.89 Earths,1.8 x Earth,0.028 AU,K2-108,Transit,,,08h13m31.65s,+16d25m10.6s,5599.0,1.17,1.76
2064,Kepler-148 c,2640.0,12.6 Earths,15.336,2014,Neptune-like,2014,12.6 Earths,0.321 x Jupiter,0.05 AU,,,,,,,,,
2065,Kepler-148 d,2640.0,0.177 Jupiters,15.336,2016,Gas Giant,2016,0.177 Jupiters,0.774 x Jupiter,Unknown,K2-11,Transit,,,11h16m10.08s,+01d59m12.6s,5433.0,1.35,5.15
2066,Kepler-1490 b,3158.0,9.48 Earths,15.418,2016,Neptune-like,2016,9.48 Earths,0.271 x Jupiter,Unknown,,,,,,,,,
2067,Kepler-1491 b,4280.0,2.89 Earths,15.57,2016,Super Earth,2016,2.89 Earths,1.51 x Earth,Unknown,K2-110,Transit,,,13h49m23.89s,-12d17m04.2s,4950.0,0.75,0.71
2068,Kepler-1492 b,1210.0,2.83 Earths,14.496,2016,Super Earth,2016,2.83 Earths,1.49 x Earth,Unknown,,,,,,,,,
2069,Kepler-1493 b,1866.0,2.57 Earths,13.861,2016,Super Earth,2016,2.57 Earths,1.41 x Earth,Unknown,K2-111,Transit,86.2,6.6,03h59m33.54s,+21d17m55.3s,5730.0,0.88,1.23
2070,Kepler-1494 b,3454.0,9.64 Earths,15.217,2016,Neptune-like,2016,9.64 Earths,0.274 x Jupiter,Unknown,,,,,,,,,
2071,Kepler-1495 b,4263.0,8.96 Earths,15.625,2016,Neptune-like,2016,8.96 Earths,0.262 x Jupiter,Unknown,K2-113,Transit,,,01h17m47.83s,+06d52m08.0s,5660.0,1.04,1.24
2072,Kepler-1496 b,4218.0,5.56 Earths,14.682,2016,Neptune-like,2016,5.56 Earths,2.22 x Earth,Unknown,,,,,,,,,
2073,Kepler-1497 b,3660.0,3.39 Earths,15.376,2016,Super Earth,2016,3.39 Earths,1.66 x Earth,Unknown,K2-114,Transit,,,08h31m31.91s,+11d55m20.2s,5044.0,0.89,0.84
2074,Kepler-1498 b,2414.0,2.33 Earths,15.1,2016,Super Earth,2016,2.33 Earths,1.33 x Earth,Unknown,,,,,,,,,
2075,Kepler-1499 b,1011.0,1.81 Earths,13.516,2016,Super Earth,2016,1.81 Earths,1.19 x Earth,Unknown,K2-115,Transit,,,08h26m12.83s,+12d16m55.0s,5657.0,0.95,0.88
2076,Kepler-149 b,1894.0,16.5 Earths,14.019,2014,Neptune-like,2014,16.5 Earths,0.376 x Jupiter,0.184 AU,,,,,,,,,
2077,Kepler-149 c,1894.0,3.22 Earths,14.019,2014,Super Earth,2014,3.22 Earths,1.61 x Earth,0.281 AU,K2-116,Transit,89.09,,22h24m36.39s,-11d34m43.3s,4348.35,0.69,0.67
2078,Kepler-149 d,1894.0,14.9 Earths,14.019,2014,Neptune-like,2014,14.9 Earths,0.353 x Jupiter,0.571 AU,,,,,,,,,
2079,Kepler-14 b,3197.0,8.4 Jupiters,12.128,2011,Gas Giant,2011,8.4 Jupiters,1.136 x Jupiter,0.0771 AU,K2-117,Transit,,,08h55m25.36s,+10d28m08.9s,3778.0,0.54,0.51
2080,Kepler-1500 b,2949.0,1.87 Earths,14.58,2016,Super Earth,2016,1.87 Earths,1.2 x Earth,Unknown,,,,,,,,,
2081,Kepler-1501 b,2897.0,3.05 Earths,13.646,2016,Super Earth,2016,3.05 Earths,1.56 x Earth,Unknown,K2-117,Transit,,,08h55m25.36s,+10d28m08.9s,3778.0,0.54,0.51
2082,Kepler-1502 b,5023.0,10.2 Earths,14.093,2016,Neptune-like,2016,10.2 Earths,0.284 x Jupiter,Unknown,,,,,,,,,
2083,Kepler-1503 b,2773.0,5.77 Earths,15.786,2016,Neptune-like,2016,5.77 Earths,0.203 x Jupiter,Unknown,K2-118,Transit,89.5,,08h48m30.45s,+15d39m21.5s,4726.29,0.76,0.73
2084,Kepler-1504 b,3357.0,5.18 Earths,15.631,2016,Neptune-like,2016,5.18 Earths,2.13 x Earth,Unknown,,,,,,,,,
2085,Kepler-1505 b,1171.0,0.749 Earths,12.926,2016,Terrestrial,2016,0.749 Earths,0.93 x Earth,Unknown,K2-119,Transit,,,08h48m02.34s,+16d54m06.7s,4740.0,0.76,0.71
2086,Kepler-1506 b,4299.0,2.3 Earths,15.624,2016,Super Earth,2016,2.3 Earths,1.32 x Earth,Unknown,,,,,,,,,
2087,Kepler-1507 b,1116.0,0.52 Earths,13.104,2016,Terrestrial,2016,0.52 Earths,0.84 x Earth,Unknown,K2-12,Transit,,,11h32m46.09s,+02d14m41.6s,5800.0,1.01,1.01
2088,Kepler-1508 b,2910.0,2.33 Earths,14.347,2016,Super Earth,2016,2.33 Earths,1.33 x Earth,Unknown,,,,,,,,,
2089,Kepler-1509 b,4166.0,4.08 Earths,15.332,2016,Super Earth,2016,4.08 Earths,1.85 x Earth,Unknown,K2-120,Transit,89.57,,08h48m34.32s,+17d11m26.5s,4349.9,0.69,0.67
2090,Kepler-150 b,2983.0,2.1 Earths,14.974,2014,Super Earth,2014,2.1 Earths,1.25 x Earth,0.044 AU,,,,,,,,,
2091,Kepler-150 c,2983.0,13.2 Earths,14.974,2014,Neptune-like,2014,13.2 Earths,0.329 x Jupiter,0.073 AU,K2-121,Transit,,,08h27m44.81s,+17d34m45.8s,4551.0,0.72,0.68
2092,Kepler-150 d,2983.0,8.2 Earths,14.974,2014,Neptune-like,2014,8.2 Earths,0.249 x Jupiter,0.104 AU,,,,,,,,,
2093,Kepler-150 e,2983.0,9.91 Earths,14.974,2014,Neptune-like,2014,9.91 Earths,0.278 x Jupiter,0.189 AU,K2-122,Transit,,,08h25m54.31s,+20d21m34.5s,4027.0,0.62,0.6
2094,Kepler-150 f,2983.0,12.9 Earths,14.974,2017,Neptune-like,2017,12.9 Earths,0.325 x Jupiter,1.24 AU,,,,,,,,,
2095,Kepler-1510 b,5268.0,11.2 Earths,15.142,2016,Neptune-like,2016,11.2 Earths,0.3 x Jupiter,Unknown,K2-123,Transit,,,08h57m46.60s,+21d27m12.7s,4035.0,0.62,0.59
2096,Kepler-1511 b,2926.0,3.46 Earths,13.502,2016,Super Earth,2016,3.46 Earths,1.68 x Earth,Unknown,,,,,,,,,
2097,Kepler-1512 b,528.0,1.76 Earths,13.263,2016,Super Earth,2016,1.76 Earths,1.18 x Earth,0.1097 AU,K2-124,Transit,89.03,,08h54m33.89s,+23d07m58.4s,3570.0,0.39,0.39
2098,Kepler-1513 b,1253.0,0.17 Jupiters,12.956,2016,Gas Giant,2016,0.17 Jupiters,0.755 x Jupiter,Unknown,,,,,,,,,
2099,Kepler-1514 b,1236.0,Unknown,11.829,2016,Gas Giant,2016,Unknown,1.055 x Jupiter,Unknown,K2-125,Transit,89.72,,13h36m34.11s,-14d56m51.4s,3654.47,0.49,0.4
2100,Kepler-1514 c,1236.0,2.3 Earths,11.829,2020,Super Earth,2020,2.3 Earths,1.32 x Earth,Unknown,,,,,,,,,
2101,Kepler-1515 b,1644.0,0.208 Jupiters,11.998,2016,Gas Giant,2016,0.208 Jupiters,0.852 x Jupiter,Unknown,K2-126,Transit,,,13h34m11.17s,-13d34m36.9s,4339.0,0.69,0.65
2102,Kepler-1516 b,2844.0,3.71 Earths,14.447,2016,Super Earth,2016,3.71 Earths,1.75 x Earth,Unknown,,,,,,,,,
2103,Kepler-1517 b,2835.0,0.216 Jupiters,12.174,2016,Gas Giant,2016,0.216 Jupiters,0.871 x Jupiter,Unknown,K2-127,Transit,,,13h48m18.81s,-11d35m20.3s,4575.0,0.72,0.66
2104,Kepler-1518 b,3719.0,9.53 Earths,13.28,2016,Neptune-like,2016,9.53 Earths,0.272 x Jupiter,Unknown,,,,,,,,,
2105,Kepler-1519 b,2799.0,39.6 Earths,14.803,2016,Gas Giant,2016,39.6 Earths,0.63 x Jupiter,Unknown,K2-128,Transit,87.4,,13h37m45.04s,-08d35m49.4s,4469.51,0.71,0.78
2106,Kepler-151 b,2160.0,9.59 Earths,14.719,2014,Neptune-like,2014,9.59 Earths,0.273 x Jupiter,0.116 AU,,,,,,,,,
2107,Kepler-151 c,2160.0,5.02 Earths,14.719,2014,Super Earth,2014,5.02 Earths,2.09 x Earth,0.16 AU,K2-129,Transit,89.21,,19h16m35.60s,-25d38m41.9s,3459.09,0.36,0.36
2108,Kepler-1520 b,2075.0,28.1 Earths,15.693,2016,Neptune-like,2016,28.1 Earths,0.515 x Jupiter,Unknown,,,,,,,,,
2109,Kepler-1521 b,740.0,6.8 Earths,12.848,2016,Neptune-like,2016,6.8 Earths,0.223 x Jupiter,Unknown,K2-13,Transit,,,11h20m37.33s,+02d30m09.7s,5698.0,0.8,0.78
2110,Kepler-1522 b,2251.0,3.64 Earths,14.196,2016,Super Earth,2016,3.64 Earths,1.73 x Earth,Unknown,,,,,,,,,
2111,Kepler-1523 b,2995.0,3.12 Earths,14.837,2016,Super Earth,2016,3.12 Earths,1.58 x Earth,Unknown,K2-130,Transit,86.53,,19h21m04.86s,-19d41m26.9s,4356.47,0.7,0.74
2112,Kepler-1524 b,1651.0,12.3 Earths,12.7,2016,Neptune-like,2016,12.3 Earths,0.316 x Jupiter,Unknown,,,,,,,,,
2113,Kepler-1525 b,1292.0,0.693 Earths,12.692,2016,Terrestrial,2016,0.693 Earths,0.91 x Earth,Unknown,K2-131,Transit,,,12h11m00.37s,-09d45m54.8s,5245.0,0.84,0.75
2114,Kepler-1526 b,1879.0,6.48 Earths,15.655,2016,Neptune-like,2016,6.48 Earths,0.217 x Jupiter,Unknown,,,,,,,,,
2115,Kepler-1527 b,5089.0,20.4 Earths,15.078,2016,Neptune-like,2016,20.4 Earths,0.426 x Jupiter,Unknown,K2-132,Transit,,,12h08m39.94s,-08d44m49.8s,4840.0,1.08,3.85
2116,Kepler-1528 b,2988.0,2.73 Earths,14.476,2016,Super Earth,2016,2.73 Earths,1.46 x Earth,Unknown,,,,,,,,,
2117,Kepler-1529 b,2228.0,5.06 Earths,15.388,2016,Neptune-like,2016,5.06 Earths,2.1 x Earth,Unknown,K2-133,Transit,87.6,,04h40m35.66s,+25d00m36.0s,3655.0,0.46,0.46
2118,Kepler-152 b,1457.0,8.2 Earths,14.244,2014,Neptune-like,2014,8.2 Earths,0.249 x Jupiter,0.124 AU,,,,,,,,,
2119,Kepler-152 c,1457.0,6.3 Earths,14.244,2014,Neptune-like,2014,6.3 Earths,0.213 x Jupiter,0.356 AU,K2-133,Transit,88.21,,04h40m35.66s,+25d00m36.0s,3655.0,0.46,0.46
2120,Kepler-1530 b,1801.0,3.33 Earths,14.005,2016,Super Earth,2016,3.33 Earths,1.64 x Earth,Unknown,,,,,,,,,
2121,Kepler-1530 c,1801.0,3.36 Earths,14.005,2016,Super Earth,2016,3.36 Earths,1.65 x Earth,Unknown,K2-133,Transit,89.4,,04h40m35.66s,+25d00m36.0s,3655.0,0.46,0.46
2122,Kepler-1531 b,2186.0,1.41 Earths,13.171,2016,Super Earth,2016,1.41 Earths,1.11 x Earth,Unknown,,,,,,,,,
2123,Kepler-1532 b,2688.0,2.39 Earths,14.803,2016,Super Earth,2016,2.39 Earths,1.35 x Earth,Unknown,K2-133,Transit,89.164,,04h40m35.66s,+25d00m36.0s,3655.0,0.46,0.46
2124,Kepler-1533 b,2779.0,11.8 Earths,13.168,2016,Neptune-like,2016,11.8 Earths,0.309 x Jupiter,Unknown,,,,,,,,,
2125,Kepler-1534 b,3611.0,4.23 Earths,16.235,2016,Super Earth,2016,4.23 Earths,1.89 x Earth,Unknown,K2-136,Transit,89.3,,04h29m38.99s,+22d52m57.8s,4499.0,0.74,0.66
2126,Kepler-1535 b,2867.0,7.04 Earths,14.18,2016,Neptune-like,2016,7.04 Earths,0.227 x Jupiter,Unknown,,,,,,,,,
2127,Kepler-1536 b,1308.0,10 Earths,15.141,2016,Neptune-like,2016,10 Earths,0.28 x Jupiter,Unknown,K2-136,Transit,89.6,,04h29m38.99s,+22d52m57.8s,4499.0,0.74,0.66
2128,Kepler-1537 b,1641.0,1.76 Earths,14.546,2016,Super Earth,2016,1.76 Earths,1.18 x Earth,Unknown,,,,,,,,,
2129,Kepler-1538 b,4211.0,8.35 Earths,15.228,2016,Neptune-like,2016,8.35 Earths,0.252 x Jupiter,Unknown,K2-136,Transit,89.4,,04h29m38.99s,+22d52m57.8s,4499.0,0.74,0.66
2130,Kepler-1539 b,2570.0,7.75 Earths,15.309,2016,Neptune-like,2016,7.75 Earths,0.241 x Jupiter,Unknown,,,,,,,,,
2131,Kepler-153 b,1519.0,8.85 Earths,14.249,2014,Neptune-like,2014,8.85 Earths,0.261 x Jupiter,0.129 AU,K2-137,Transit,89.6,,12h27m28.97s,-06d11m42.8s,3492.0,0.46,0.44
2132,Kepler-153 c,1519.0,6.94 Earths,14.249,2014,Neptune-like,2014,6.94 Earths,0.226 x Jupiter,0.237 AU,,,,,,,,,
2133,Kepler-1540 b,855.0,6.76 Earths,14.083,2016,Neptune-like,2016,6.76 Earths,0.222 x Jupiter,Unknown,K2-138,Transit,86.9,,23h15m47.77s,-10d50m58.9s,5378.0,0.93,0.86
2134,Kepler-1541 b,1350.0,1.65 Earths,13.791,2016,Super Earth,2016,1.65 Earths,1.16 x Earth,Unknown,,,,,,,,,
2135,Kepler-1542 b,1096.0,0.363 Earths,12.588,2016,Terrestrial,2016,0.363 Earths,0.76 x Earth,Unknown,K2-138,Transit,87.5,,23h15m47.77s,-10d50m58.9s,5378.0,0.93,0.86
2136,Kepler-1542 c,1096.0,0.208 Earths,12.588,2016,Terrestrial,2016,0.208 Earths,0.65 x Earth,Unknown,,,,,,,,,
2137,Kepler-1542 d,1096.0,0.59 Earths,12.588,2016,Terrestrial,2016,0.59 Earths,0.87 x Earth,Unknown,K2-138,Transit,87.9,,23h15m47.77s,-10d50m58.9s,5378.0,0.93,0.86
2138,Kepler-1542 e,1096.0,0.363 Earths,12.588,2016,Terrestrial,2016,0.363 Earths,0.76 x Earth,Unknown,,,,,,,,,
2139,Kepler-1543 b,3634.0,7.8 Earths,13.419,2016,Neptune-like,2016,7.8 Earths,0.242 x Jupiter,Unknown,K2-138,Transit,88.7,,23h15m47.77s,-10d50m58.9s,5378.0,0.93,0.86
2140,Kepler-1544 b,1138.0,3.82 Earths,14.039,2016,Super Earth,2016,3.82 Earths,1.78 x Earth,0.5421 AU,,,,,,,,,
2141,Kepler-1545 b,2244.0,7.75 Earths,15.033,2016,Neptune-like,2016,7.75 Earths,0.241 x Jupiter,Unknown,K2-138,Transit,89.03,,23h15m47.77s,-10d50m58.9s,5378.0,0.93,0.86
2142,Kepler-1546 b,3242.0,9.96 Earths,15.368,2016,Neptune-like,2016,9.96 Earths,0.279 x Jupiter,Unknown,,,,,,,,,
2143,Kepler-1547 b,2169.0,0.666 Earths,13.408,2016,Terrestrial,2016,0.666 Earths,0.9 x Earth,Unknown,K2-139,Transit,,,19h16m15.97s,-17d54m38.5s,5370.0,0.96,0.88
2144,Kepler-1548 b,3751.0,7.46 Earths,15.245,2016,Neptune-like,2016,7.46 Earths,0.236 x Jupiter,Unknown,,,,,,,,,
2145,Kepler-1549 b,2584.0,7.13 Earths,15.152,2016,Neptune-like,2016,7.13 Earths,0.229 x Jupiter,Unknown,K2-14,Transit,,,11h52m13.69s,+02d35m39.3s,3789.0,0.47,0.45
2146,Kepler-154 b,3066.0,5.73 Earths,14.512,2014,Neptune-like,2014,5.73 Earths,0.202 x Jupiter,0.198 AU,,,,,,,,,
2147,Kepler-154 c,3066.0,9.01 Earths,14.512,2014,Neptune-like,2014,9.01 Earths,0.263 x Jupiter,0.303 AU,K2-140,Transit,,,12h32m32.96s,-09d36m27.5s,5705.0,1.0,0.99
2148,Kepler-154 d,3066.0,14.1 Earths,14.512,2016,Neptune-like,2016,14.1 Earths,0.343 x Jupiter,Unknown,,,,,,,,,
2149,Kepler-154 e,3066.0,2.86 Earths,14.512,2016,Super Earth,2016,2.86 Earths,1.5 x Earth,Unknown,K2-141,Transit,86.3,8.2,23h23m39.97s,-01d11m21.4s,4599.0,0.71,0.68
2150,Kepler-154 f,3066.0,2.86 Earths,14.512,2016,Super Earth,2016,2.86 Earths,1.5 x Earth,Unknown,,,,,,,,,
2151,Kepler-1550 b,3921.0,9.38 Earths,14.884,2016,Neptune-like,2016,9.38 Earths,0.269 x Jupiter,Unknown,K2-141,Transit,87.2,,23h23m39.97s,-01d11m21.4s,4599.0,0.71,0.68
2152,Kepler-1551 b,5089.0,7.56 Earths,15.098,2016,Neptune-like,2016,7.56 Earths,0.237 x Jupiter,Unknown,,,,,,,,,
2153,Kepler-1552 b,2016.0,6.66 Earths,14.931,2016,Neptune-like,2016,6.66 Earths,0.22 x Jupiter,Unknown,K2-146,Transit,88.93,3.69,08h40m06.43s,+19d05m34.4s,3385.0,0.33,0.33
2154,Kepler-1553 b,2345.0,1.6 Earths,14.991,2016,Super Earth,2016,1.6 Earths,1.15 x Earth,Unknown,,,,,,,,,
2155,Kepler-1554 b,3203.0,8.75 Earths,15.715,2016,Neptune-like,2016,8.75 Earths,0.259 x Jupiter,Unknown,K2-146,Transit,87.54,3.92,08h40m06.43s,+19d05m34.4s,3385.0,0.33,0.33
2156,Kepler-1555 b,4508.0,3.22 Earths,15.326,2016,Super Earth,2016,3.22 Earths,1.61 x Earth,Unknown,,,,,,,,,
2157,Kepler-1556 b,3458.0,4.5 Earths,15.298,2016,Super Earth,2016,4.5 Earths,1.96 x Earth,Unknown,K2-147,Transit,,,19h35m19.97s,-28d29m52.2s,3672.0,0.58,0.55
2158,Kepler-1557 b,4997.0,2.96 Earths,15.299,2016,Super Earth,2016,2.96 Earths,1.53 x Earth,Unknown,,,,,,,,,
2159,Kepler-1558 b,1119.0,0.244 Earths,13.6,2016,Terrestrial,2016,0.244 Earths,0.68 x Earth,Unknown,K2-148,Transit,,,00h58m04.28s,-00d11m35.4s,4079.0,0.65,0.63
2160,Kepler-1559 b,1892.0,0.299 Earths,14.488,2016,Terrestrial,2016,0.299 Earths,0.72 x Earth,Unknown,,,,,,,,,
2161,Kepler-155 b,966.0,5.02 Earths,14.24,2014,Super Earth,2014,5.02 Earths,2.09 x Earth,0.056 AU,K2-148,Transit,,,00h58m04.28s,-00d11m35.4s,4079.0,0.65,0.63
2162,Kepler-155 c,966.0,5.65 Earths,14.24,2014,Neptune-like,2014,5.65 Earths,0.2 x Jupiter,0.242 AU,,,,,,,,,
2163,Kepler-1560 b,1726.0,0.64 Earths,13.385,2016,Terrestrial,2016,0.64 Earths,0.89 x Earth,Unknown,K2-148,Transit,,,00h58m04.28s,-00d11m35.4s,4079.0,0.65,0.63
2164,Kepler-1561 b,3239.0,1.32 Earths,14.648,2016,Super Earth,2016,1.32 Earths,1.09 x Earth,Unknown,,,,,,,,,
2165,Kepler-1562 b,4290.0,12.3 Earths,15.273,2016,Neptune-like,2016,12.3 Earths,0.317 x Jupiter,Unknown,K2-149,Transit,,,00h39m17.26s,+07d16m37.6s,3745.0,0.59,0.57
2166,Kepler-1563 b,1784.0,0.347 Earths,13.568,2016,Terrestrial,2016,0.347 Earths,0.75 x Earth,Unknown,,,,,,,,,
2167,Kepler-1564 b,2844.0,2.76 Earths,14.953,2016,Super Earth,2016,2.76 Earths,1.47 x Earth,Unknown,K2-15,Transit,,,11h52m26.59s,+04d15m17.1s,5131.0,0.72,0.68
2168,Kepler-1565 b,2143.0,1.81 Earths,15.432,2016,Super Earth,2016,1.81 Earths,1.19 x Earth,Unknown,,,,,,,,,
2169,Kepler-1566 b,1667.0,0.418 Earths,14.312,2016,Terrestrial,2016,0.418 Earths,0.79 x Earth,Unknown,K2-150,Transit,,,01h13m22.60s,+08d59m15.1s,3499.0,0.46,0.44
2170,Kepler-1567 b,3999.0,7.9 Earths,15.632,2016,Neptune-like,2016,7.9 Earths,0.244 x Jupiter,Unknown,,,,,,,,,
2171,Kepler-1568 b,2880.0,2.24 Earths,13.945,2016,Super Earth,2016,2.24 Earths,1.3 x Earth,Unknown,K2-151,Transit,,,01h17m13.09s,+09d30m05.0s,3695.0,0.47,0.45
2172,Kepler-1569 b,3425.0,3.46 Earths,13.932,2016,Super Earth,2016,3.46 Earths,1.68 x Earth,Unknown,,,,,,,,,
2173,Kepler-156 b,1465.0,5.9 Earths,14.156,2014,Neptune-like,2014,5.9 Earths,0.205 x Jupiter,0.054 AU,K2-152,Transit,,,12h06m31.87s,-05d49m38.7s,4044.0,0.63,0.61
2174,Kepler-156 c,1465.0,7.04 Earths,14.156,2014,Neptune-like,2014,7.04 Earths,0.227 x Jupiter,0.117 AU,,,,,,,,,
2175,Kepler-1570 b,1510.0,1.24 Earths,13.97,2016,Super Earth,2016,1.24 Earths,1.07 x Earth,Unknown,K2-153,Transit,,,12h15m14.21s,+02d01m15.4s,3845.0,0.55,0.53
2176,Kepler-1571 b,2616.0,2.92 Earths,13.77,2016,Super Earth,2016,2.92 Earths,1.52 x Earth,Unknown,,,,,,,,,
2177,Kepler-1572 b,1957.0,0.779 Earths,13.718,2016,Terrestrial,2016,0.779 Earths,0.94 x Earth,Unknown,K2-154,Transit,,,12h36m00.36s,-02d40m10.1s,4097.0,0.65,0.63
2178,Kepler-1573 b,3849.0,1.87 Earths,15.169,2016,Super Earth,2016,1.87 Earths,1.2 x Earth,Unknown,,,,,,,,,
2179,Kepler-1574 b,4159.0,2.21 Earths,15.094,2016,Super Earth,2016,2.21 Earths,1.29 x Earth,Unknown,K2-154,Transit,,,12h36m00.36s,-02d40m10.1s,4097.0,0.65,0.63
2180,Kepler-1575 b,3817.0,2.27 Earths,15.418,2016,Super Earth,2016,2.27 Earths,1.31 x Earth,Unknown,,,,,,,,,
2181,Kepler-1576 b,1758.0,1.12 Earths,13.335,2016,Super Earth,2016,1.12 Earths,1.04 x Earth,Unknown,K2-155,Transit,88.3,,04h21m52.49s,+21d21m13.0s,4258.0,0.65,0.58
2182,Kepler-1577 b,1771.0,1.51 Earths,15.057,2016,Super Earth,2016,1.51 Earths,1.13 x Earth,Unknown,,,,,,,,,
2183,Kepler-1578 b,3314.0,1.12 Earths,15.328,2016,Super Earth,2016,1.12 Earths,1.04 x Earth,Unknown,K2-155,Transit,88.96,,04h21m52.49s,+21d21m13.0s,4258.0,0.65,0.58
2184,Kepler-1579 b,1520.0,0.52 Earths,15.248,2016,Terrestrial,2016,0.52 Earths,0.84 x Earth,Unknown,,,,,,,,,
2185,Kepler-157 b,2581.0,2.3 Earths,14.037,2014,Super Earth,2014,2.3 Earths,1.32 x Earth,0.028 AU,K2-155,Transit,89.61,,04h21m52.49s,+21d21m13.0s,4258.0,0.65,0.58
2186,Kepler-157 c,2581.0,5.65 Earths,14.037,2014,Neptune-like,2014,5.65 Earths,0.2 x Jupiter,0.11 AU,,,,,,,,,
2187,Kepler-157 d,2581.0,2.73 Earths,14.037,2016,Super Earth,2016,2.73 Earths,1.46 x Earth,Unknown,K2-156,Transit,,,12h10m48.04s,-06d17m39.1s,4597.0,0.66,0.66
2188,Kepler-1580 b,2844.0,5.1 Earths,12.576,2016,Neptune-like,2016,5.1 Earths,2.11 x Earth,Unknown,,,,,,,,,
2189,Kepler-1581 b,1445.0,0.437 Earths,12.353,2016,Terrestrial,2016,0.437 Earths,0.8 x Earth,Unknown,K2-157,Transit,76.711,,12h15m00.32s,-05d46m55.2s,5456.0,0.94,0.88
2190,Kepler-1582 b,365.0,2.83 Earths,16.414,2016,Super Earth,2016,2.83 Earths,1.49 x Earth,Unknown,,,,,,,,,
